Event Receive Time,Event ID,Event Type,Event Name,Incident Reporting Device,Incident Source,Source IP,Source TCP/UDP Port,Incident Target,Destination IP,Destination TCP/UDP Port,Event Severity Category,Event Severity,Count
2020-07-13 17:23:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.135.164,",10.133.135.164,,"destIpAddr:120.126.197.125, destIpPort:23,",120.126.197.125,,HIGH,9,1
2020-07-13 17:23:12,,PH_RULE_INBOUND_REMOTE_DESKTOP,Remote Desktop From Internet,Sonicwall,"srcIpAddr:119.29.248.159,",119.29.248.159,,"destIpAddr:192.168.10.1,",192.168.10.1,,HIGH,9,1
2020-07-13 17:23:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.141.60,",10.94.141.60,,"destIpAddr:120.126.160.76, destIpPort:23,",120.126.160.76,,HIGH,9,1
2020-07-13 17:23:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.182.25,",10.94.182.25,,"destIpAddr:120.126.156.223, destIpPort:23,",120.126.156.223,,HIGH,9,2
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.151.66,",10.94.151.66,,"destIpAddr:120.126.146.238, destIpPort:23,",120.126.146.238,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.202.179, destIpPort:23,",120.126.202.179,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.53.104,",10.184.53.104,,"destIpAddr:120.126.157.134, destIpPort:23,",120.126.157.134,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.136.151.3,",10.136.151.3,,"destIpAddr:120.126.193.239, destIpPort:23,",120.126.193.239,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.181.246.114,",10.181.246.114,,"destIpAddr:120.126.130.21, destIpPort:23,",120.126.130.21,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:112.35.133.231,",112.35.133.231,,,,,MEDIUM,7,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.139,",172.16.42.139,,"destIpAddr:120.126.173.60, destIpPort:23,",120.126.173.60,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.151.148,",192.168.151.148,,,,,MEDIUM,7,187
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.201.3.170,",10.201.3.170,,"destIpAddr:210.59.230.27, destIpPort:110,",210.59.230.27,,HIGH,9,3
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.125.124,",10.186.125.124,,"destIpAddr:120.126.207.167, destIpPort:23,",120.126.207.167,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.181.182.44,",10.181.182.44,,"destIpAddr:120.126.188.69, destIpPort:23,",120.126.188.69,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.88.219,",10.182.88.219,,"destIpAddr:120.126.194.21, destIpPort:23,",120.126.194.21,,HIGH,9,1
2020-07-13 17:25:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.134,",172.16.42.134,,"destIpAddr:120.126.177.51, destIpPort:23,",120.126.177.51,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.87.169,",10.182.87.169,,"destIpAddr:120.126.166.175, destIpPort:23,",120.126.166.175,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.132,",172.16.42.132,,"destIpAddr:120.126.176.21, destIpPort:23,",120.126.176.21,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.142,",172.16.45.142,,"destIpAddr:120.126.161.87, destIpPort:23,",120.126.161.87,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.21.75.236,",172.21.75.236,,"destIpAddr:120.126.193.173, destIpPort:23,",120.126.193.173,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.46,",172.16.45.46,,"destIpAddr:120.126.144.65, destIpPort:23,",120.126.144.65,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.171.60,",10.182.171.60,,"destIpAddr:120.126.188.251, destIpPort:23,",120.126.188.251,,HIGH,9,2
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.174.64.120,",10.174.64.120,,"destIpAddr:120.126.133.202, destIpPort:23,",120.126.133.202,,HIGH,9,2
2020-07-13 17:27:28,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:120.126.134.156,",120.126.134.156,,MEDIUM,7,69
2020-07-13 17:27:28,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.106.224,",192.168.106.224,,,,,MEDIUM,7,6636
2020-07-13 17:27:28,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:1.34.64.100,",1.34.64.100,,,,,MEDIUM,7,2
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.141.148,",10.94.141.148,,"destIpAddr:120.126.195.131, destIpPort:23,",120.126.195.131,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:210.209.15.193,",210.209.15.193,,MEDIUM,7,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.202.4, destIpPort:23,",120.126.202.4,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.225.36,",10.189.225.36,,"destIpAddr:120.126.171.63, destIpPort:23,",120.126.171.63,,HIGH,9,1
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.31.4.178,",172.31.4.178,,"destIpAddr:120.126.154.102, destIpPort:23,",120.126.154.102,,HIGH,9,2
2020-07-13 17:27:28,,PH_RULE_ANOMALY_TRAFFIC_DENIED_INBOUND_PORT,Sudden Increase In Denied Inbound Traffic To A Specific TCP/UDP port,"Sonicwall,paloalto",,,,"destIpPort:443,",,,MEDIUM,7,4
2020-07-13 17:27:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.164,",172.16.45.164,,"destIpAddr:120.126.144.219, destIpPort:23,",120.126.144.219,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.10.35,",10.12.10.35,,"destIpAddr:120.126.198.60, destIpPort:23,",120.126.198.60,,HIGH,9,2
2020-07-13 17:29:36,,PH_RULE_EXCESS_FAILED_LOGON_2_NET_DEV,Multiple Logon Failures: Net Dev,paloalto,"srcIpAddr:189.84.118.210,",189.84.118.210,,"destName:paloalto, destIpAddr:10.204.1.13, user:,",10.204.1.13,,MEDIUM,8,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.206.164,",10.182.206.164,,"destIpAddr:120.126.150.4, destIpPort:23,",120.126.150.4,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.117.210,",10.184.117.210,,"destIpAddr:120.126.186.51, destIpPort:23,",120.126.186.51,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.152.23, destIpPort:23,",120.126.152.23,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.85.21.189,",10.85.21.189,,"destIpAddr:120.126.141.203, destIpPort:23,",120.126.141.203,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.55.195,",10.184.55.195,,"destIpAddr:120.126.180.17, destIpPort:23,",120.126.180.17,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.155.146,",10.186.155.146,,"destIpAddr:120.126.193.60, destIpPort:23,",120.126.193.60,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.146.43,",10.94.146.43,,"destIpAddr:120.126.160.229, destIpPort:23,",120.126.160.229,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.1.147,",10.12.1.147,,"destIpAddr:120.126.198.60, destIpPort:23,",120.126.198.60,,HIGH,9,3
2020-07-13 17:29:36,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"HOST-10.204.1.13,HOST-120.126.192.41,Sonicwall,paloalto","srcGeoCountry:Taiwan,",,,,,,MEDIUM,7,1423
2020-07-13 17:29:36,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"Sonicwall,paloalto","srcGeoCountry:Thailand,",,,,,,MEDIUM,7,1158
2020-07-13 17:29:36,,PH_RULE_HEAVY_TCP_HOST_SCAN_FIXED_PORT,Heavy TCP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.1.36,",10.201.1.36,,"destIpPort:443,",,,MEDIUM,8,2
2020-07-13 17:29:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.209.61,",10.94.209.61,,"destIpAddr:120.126.178.192, destIpPort:23,",120.126.178.192,,HIGH,9,1
2020-07-13 17:29:36,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,HOST-10.204.1.13,"srcGeoCountry:Iran (Islamic Republic of),",,,,,,MEDIUM,7,473
2020-07-13 17:31:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.108,",192.168.1.108,,"destIpAddr:120.126.177.230, destIpPort:23,",120.126.177.230,,HIGH,9,1
2020-07-13 17:31:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.214.254,",10.94.214.254,,"destIpAddr:120.126.177.238, destIpPort:23,",120.126.177.238,,HIGH,9,1
2020-07-13 17:31:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.21.75.230,",172.21.75.230,,"destIpAddr:120.126.152.220, destIpPort:23,",120.126.152.220,,HIGH,9,1
2020-07-13 17:31:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.13.232.36,",10.13.232.36,,"destIpAddr:120.126.185.127, destIpPort:23,",120.126.185.127,,HIGH,9,2
2020-07-13 17:31:44,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,HOST-120.126.192.41,"srcIpAddr:192.168.151.100,",192.168.151.100,,,,,MEDIUM,7,680
2020-07-13 17:31:44,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"HOST-10.204.1.13,HOST-120.126.192.41","srcGeoCountry:France,",,,,,,MEDIUM,7,774
2020-07-13 17:31:44,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.106.123,",192.168.106.123,,,,,MEDIUM,7,5099
2020-07-13 17:31:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.5.200,",10.12.5.200,,"destIpAddr:120.126.132.80, destIpPort:23,",120.126.132.80,,HIGH,9,1
